id,file,cwx,cwy,colx,coly,seed,mask,filter,repeater,repeatidx,layout
066f2ee2-4854-11ea-0579-01d1349d41f0,img/repeat/151305/colony4j-066f2ee2-4854-11ea-0579-01d1349d41f0.png,10,10,50,50,random,[1 0 1; 0 0 0; 1 0 1],"[4]=>0;[6]=>1;[7, 0, 9, 2, 5, 8, 1]=>same;[3]=>switch",true,[14],"TiledLayout(""png"")"
06fe9fb4-4854-11ea-338d-a96dadb3d7ad,img/repeat/151305/colony4j-06fe9fb4-4854-11ea-338d-a96dadb3d7ad.png,10,10,50,50,blank,[1 0 1; 0 3 0; 1 0 1],"[4]=>0;[6]=>1;[3]=>same;[7, 0, 9, 2, 5, 8, 1]=>switch",true,"[8, 9, 10, 11]","TiledLayout(""png"")"
07726cda-4854-11ea-2d91-25f3cf7f7b66,img/repeat/151305/colony4j-07726cda-4854-11ea-2d91-25f3cf7f7b66.png,10,10,50,50,random,[4 0 4; 2 0 2; 4 0 4],"[4]=>0;[7, 0, 9, 2, 5, 8, 1]=>1;[3]=>same;[6]=>switch",true,[5],"TiledLayout(""png"")"
07da43d4-4854-11ea-0683-8524f7aa8fcd,img/repeat/151305/colony4j-07da43d4-4854-11ea-0683-8524f7aa8fcd.png,10,10,50,50,random,[4 3 4; 2 0 2; 4 3 4],"[4]=>0;[7, 0, 9, 2, 5, 8, 1]=>1;[6]=>same;[3]=>switch",true,[5],"TiledLayout(""png"")"
08451646-4854-11ea-244c-d3c902c33bec,img/repeat/151305/colony4j-08451646-4854-11ea-244c-d3c902c33bec.png,10,10,50,50,random,[1 3 1; 3 0 3; 1 3 1],"[3]=>0;[7, 0, 9, 2, 5, 8, 1]=>1;[4]=>same;[6]=>switch",true,[5],"TiledLayout(""png"")"
08b1239a-4854-11ea-2c35-df118d71970f,img/repeat/151305/colony4j-08b1239a-4854-11ea-2c35-df118d71970f.png,10,10,50,50,blank,[4 0 4; 2 0 2; 4 0 4],"[3]=>0;[7, 0, 9, 2, 5, 8, 1]=>1;[6]=>same;[4]=>switch",true,[1],"TiledLayout(""png"")"
0967e94a-4854-11ea-31ac-1903670fd233,img/repeat/151305/colony4j-0967e94a-4854-11ea-31ac-1903670fd233.png,10,10,50,50,square,[3 0 3; 1 0 1; 3 0 3],"[6]=>0;[7, 0, 9, 2, 5, 8, 1]=>1;[4]=>same;[3]=>switch",true,[20],"TiledLayout(""png"")"
09ced0c4-4854-11ea-2120-c5067f3aed7c,img/repeat/151305/colony4j-09ced0c4-4854-11ea-2120-c5067f3aed7c.png,10,10,50,50,square,[4 0 4; 4 1 4; 4 0 4],"[6]=>0;[7, 0, 9, 2, 5, 8, 1]=>1;[3]=>same;[4]=>switch",true,[27],"TiledLayout(""png"")"
0a587358-4854-11ea-1955-f9fc06fe29c7,img/repeat/151305/colony4j-0a587358-4854-11ea-1955-f9fc06fe29c7.png,10,10,50,50,blank,[1 0 1; 4 0 4; 1 0 1],"[7, 0, 9, 2, 5, 8, 1]=>0;[4]=>1;[3]=>same;[6]=>switch",true,"[57, 58, 59, 60]","TiledLayout(""png"")"
0aeeafbc-4854-11ea-1c1a-2dbfc590551a,img/regular/151305/colony4j-0aeeafbc-4854-11ea-1c1a-2dbfc590551a.png,10,10,50,50,random,[4 3 4; 0 0 0; 4 3 4],"[7, 0, 9, 2, 5, 8, 1]=>0;[4]=>1;[6]=>same;[3]=>switch",false,Int64[],"TiledLayout(""png"")"
0b5bd914-4854-11ea-29bd-ef7725e2687b,img/repeat/151305/colony4j-0b5bd914-4854-11ea-29bd-ef7725e2687b.png,10,10,50,50,blank,[4 1 4; 0 0 0; 4 1 4],"[3]=>0;[4]=>1;[7, 0, 9, 2, 5, 8, 1]=>same;[6]=>switch",true,[1],"TiledLayout(""png"")"
0c7695fa-4854-11ea-129f-a3b887483477,img/regular/151305/colony4j-0c7695fa-4854-11ea-129f-a3b887483477.png,10,10,50,50,random,[3 0 3; 0 0 0; 3 0 3],"[3]=>0;[4]=>1;[6]=>same;[7, 0, 9, 2, 5, 8, 1]=>switch",false,Int64[],"TiledLayout(""png"")"
0ce891e6-4854-11ea-107d-39abb3849289,img/repeat/151305/colony4j-0ce891e6-4854-11ea-107d-39abb3849289.png,10,10,50,50,square,[2 0 2; 4 0 4; 2 0 2],"[6]=>0;[4]=>1;[7, 0, 9, 2, 5, 8, 1]=>same;[3]=>switch",true,[24],"TiledLayout(""png"")"
0d4c4858-4854-11ea-3f63-ff6b3cd25135,img/repeat/151305/colony4j-0d4c4858-4854-11ea-3f63-ff6b3cd25135.png,10,10,50,50,blank,[1 0 1; 0 2 0; 1 0 1],"[6]=>0;[4]=>1;[3]=>same;[7, 0, 9, 2, 5, 8, 1]=>switch",true,"[3, 4]","TiledLayout(""png"")"
0de03a0e-4854-11ea-04e6-7960d0b6d0b1,img/repeat/151305/colony4j-0de03a0e-4854-11ea-04e6-7960d0b6d0b1.png,10,10,50,50,random,[1 0 1; 2 3 2; 1 0 1],"[7, 0, 9, 2, 5, 8, 1]=>0;[3]=>1;[4]=>same;[6]=>switch",true,"[22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33]","TiledLayout(""png"")"
0eb402da-4854-11ea-1f02-3f78ea97ae51,img/regular/151305/colony4j-0eb402da-4854-11ea-1f02-3f78ea97ae51.png,10,10,50,50,random,[2 2 2; 0 4 0; 2 2 2],"[7, 0, 9, 2, 5, 8, 1]=>0;[3]=>1;[6]=>same;[4]=>switch",false,Int64[],"TiledLayout(""png"")"
0f53ba28-4854-11ea-32ff-4f93e69578f4,img/repeat/151305/colony4j-0f53ba28-4854-11ea-32ff-4f93e69578f4.png,10,10,50,50,square,[2 3 2; 0 3 0; 2 3 2],"[4]=>0;[3]=>1;[7, 0, 9, 2, 5, 8, 1]=>same;[6]=>switch",true,[3],"TiledLayout(""png"")"
101938ca-4854-11ea-2ab5-9dfbde6fde19,img/repeat/151305/colony4j-101938ca-4854-11ea-2ab5-9dfbde6fde19.png,10,10,50,50,square,[3 0 3; 0 3 0; 3 0 3],"[4]=>0;[3]=>1;[6]=>same;[7, 0, 9, 2, 5, 8, 1]=>switch",true,"[13, 14]","TiledLayout(""png"")"
10d22e16-4854-11ea-3c31-a9ea3b003dc0,img/repeat/151305/colony4j-10d22e16-4854-11ea-3c31-a9ea3b003dc0.png,10,10,50,50,square,[4 0 4; 3 1 3; 4 0 4],"[6]=>0;[3]=>1;[7, 0, 9, 2, 5, 8, 1]=>same;[4]=>switch",true,[3],"TiledLayout(""png"")"
11cefe0c-4854-11ea-2cae-e76ac52893e2,img/repeat/151305/colony4j-11cefe0c-4854-11ea-2cae-e76ac52893e2.png,10,10,50,50,random,[1 0 1; 0 4 0; 1 0 1],"[6]=>0;[3]=>1;[4]=>same;[7, 0, 9, 2, 5, 8, 1]=>switch",true,"[19, 20, 21, 22]","TiledLayout(""png"")"
12520e46-4854-11ea-223f-092ed555952f,img/repeat/151305/colony4j-12520e46-4854-11ea-223f-092ed555952f.png,10,10,50,50,square,[1 1 1; 1 0 1; 1 1 1],"[7, 0, 9, 2, 5, 8, 1]=>0;[6]=>1;[4]=>same;[3]=>switch",true,[4],"TiledLayout(""png"")"
12b675ac-4854-11ea-1329-173d4f429e32,img/repeat/151305/colony4j-12b675ac-4854-11ea-1329-173d4f429e32.png,10,10,50,50,square,[4 2 4; 4 0 4; 4 2 4],"[7, 0, 9, 2, 5, 8, 1]=>0;[6]=>1;[3]=>same;[4]=>switch",true,[3],"TiledLayout(""png"")"
13b0ad92-4854-11ea-09bd-ef8c06c03cce,img/repeat/151305/colony4j-13b0ad92-4854-11ea-09bd-ef8c06c03cce.png,10,10,50,50,random,[4 0 4; 2 0 2; 4 0 4],"[4]=>0;[6]=>1;[7, 0, 9, 2, 5, 8, 1]=>same;[3]=>switch",true,"[20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31]","TiledLayout(""png"")"
14cc3ef8-4854-11ea-380a-e3781e6e1c88,img/regular/151305/colony4j-14cc3ef8-4854-11ea-380a-e3781e6e1c88.png,10,10,50,50,blank,[3 0 3; 2 0 2; 3 0 3],"[4]=>0;[6]=>1;[3]=>same;[7, 0, 9, 2, 5, 8, 1]=>switch",false,Int64[],"TiledLayout(""png"")"
155f9946-4854-11ea-2b05-6d321ec878a5,img/repeat/151305/colony4j-155f9946-4854-11ea-2b05-6d321ec878a5.png,10,10,50,50,square,[4 0 4; 2 0 2; 4 0 4],"[3]=>0;[6]=>1;[7, 0, 9, 2, 5, 8, 1]=>same;[4]=>switch",true,[2],"TiledLayout(""png"")"
1684ac62-4854-11ea-2fea-0d8406f98d1d,img/regular/151305/colony4j-1684ac62-4854-11ea-2fea-0d8406f98d1d.png,10,10,50,50,random,[1 0 1; 2 1 2; 1 0 1],"[3]=>0;[6]=>1;[4]=>same;[7, 0, 9, 2, 5, 8, 1]=>switch",false,Int64[],"TiledLayout(""png"")"
16fa3a90-4854-11ea-240c-4b25901478b2,img/repeat/151305/colony4j-16fa3a90-4854-11ea-240c-4b25901478b2.png,10,10,50,50,blank,[2 2 2; 4 0 4; 2 2 2],"[6]=>0;[7, 0, 9, 2, 5, 8, 1]=>1;[3]=>same;[4]=>switch",true,[1],"TiledLayout(""png"")"
